request_id,source_location_id,destination_location_id,category,urgency,time_submitted,deadline,status
ORD-214,L017,L043,Vegetable Noodles Family Pack,2,2026-08-01T22:49,2026-08-01T23:19,DELIVERED
ORD-215,L018,L041,Protein Power Combo,2,2026-08-01T22:52,2026-08-01T23:22,NEW
ORD-216,L019,L028,Kenkey & Grilled Fish,4,2026-08-02T07:00,2026-08-02T07:35,NEW
ORD-217,L020,L044,Rice Ball & Groundnut Soup,5,2026-08-02T07:03,2026-08-02T07:38,ASSIGNED
ORD-218,L021,L041,Boiled Yam & Kontomire,2,2026-08-02T07:06,2026-08-02T07:36,DELIVERED
ORD-219,L022,L010,Coffee & Meat Pie,1,2026-08-02T07:09,2026-08-02T07:39,DELIVERED
ORD-220,L023,L037,Full English Breakfast,3,2026-08-02T07:12,2026-08-02T07:47,PREPARING
ORD-221,L024,L030,Waakye Special,4,2026-08-02T07:15,2026-08-02T07:50,IN_TRANSIT
ORD-222,L025,L040,Chicken Pasta,3,2026-08-02T07:18,2026-08-02T07:53,PICKED_UP
ORD-223,L026,L039,Fried Plantain & Fish,2,2026-08-02T07:21,2026-08-02T07:56,DELIVERED
ORD-224,L013,L032,Beef Shawarma,4,2026-08-02T07:24,2026-08-02T07:59,NEW
ORD-225,L014,L035,Chicken Shawarma Deluxe,5,2026-08-02T07:27,2026-08-02T08:07,ASSIGNED
ORD-226,L015,L009,Spaghetti Bolognese,3,2026-08-02T07:30,2026-08-02T08:05,PREPARING
ORD-227,L016,L045,Mac & Cheese Combo,2,2026-08-02T07:33,2026-08-02T08:08,DELIVERED
ORD-228,L017,L043,Chicken Alfredo Pasta,4,2026-08-02T07:36,2026-08-02T08:11,PICKED_UP
ORD-229,L018,L042,Fresh Fruit Smoothie,1,2026-08-02T07:39,2026-08-02T08:09,DELIVERED
ORD-230,L001,L009,Jollof with Grilled Chicken,5,2026-08-02T07:42,2026-08-02T08:17,IN_TRANSIT
ORD-231,L002,L027,Gobɛ Supreme Bowl,4,2026-08-02T07:45,2026-08-02T08:20,PREPARING
ORD-232,L003,L010,Fufu & Palm Nut Soup,5,2026-08-02T07:48,2026-08-02T08:28,ASSIGNED
ORD-233,L004,L036,Double Cheese Burger,3,2026-08-02T07:51,2026-08-02T08:26,DELIVERED
ORD-234,L005,L029,Waakye Family Feast,4,2026-08-02T07:54,2026-08-02T08:29,NEW
ORD-235,L006,L033,Gobɛ Deluxe Combo,5,2026-08-02T07:57,2026-08-02T08:32,PREPARING
ORD-236,L013,L027,Chicken Wings Basket,3,2026-08-02T08:00,2026-08-02T08:35,PICKED_UP
ORD-237,L014,L044,BBQ Meat Lovers Pizza,5,2026-08-02T08:03,2026-08-02T08:43,IN_TRANSIT
ORD-238,L015,L009,Chicken Nuggets Family Pack,3,2026-08-02T08:06,2026-08-02T08:41,DELIVERED
ORD-239,L016,L038,Seafood Pasta,4,2026-08-02T08:09,2026-08-02T08:49,ASSIGNED
ORD-240,L017,L041,Beef Stir Fry Noodles,2,2026-08-02T08:12,2026-08-02T08:42,NEW
ORD-241,L018,L042,Yogurt & Granola Bowl,1,2026-08-02T08:15,2026-08-02T08:45,DELIVERED
ORD-242,L019,L034,Jollof Party Bucket,5,2026-08-02T08:18,2026-08-02T08:58,PREPARING
ORD-243,L020,L035,Chicken Drumsticks Combo,4,2026-08-02T08:21,2026-08-02T08:56,PICKED_UP
ORD-244,L021,L043,Special Beef Fried Rice,3,2026-08-02T08:24,2026-08-02T08:59,DELIVERED
ORD-245,L022,L010,Latte & Chocolate Cake,2,2026-08-02T08:27,2026-08-02T08:57,CANCELLED
ORD-246,L023,L037,Grilled Chicken Platter,5,2026-08-02T08:30,2026-08-02T09:10,ASSIGNED
ORD-247,L024,L008,Local Breakfast Combo,3,2026-08-02T08:33,2026-08-02T09:08,NEW
ORD-248,L025,L040,Fried Yam & Tilapia,4,2026-08-02T08:36,2026-08-02T09:11,PREPARING
ORD-249,L026,L039,Banku & Okro Soup,5,2026-08-02T08:39,2026-08-02T09:19,IN_TRANSIT
ORD-250,L013,L031,Chicken Family Feast,5,2026-08-02T08:42,2026-08-02T09:22,PICKED_UP
ORD-251,L014,L036,Seafood Deluxe Pizza,4,2026-08-02T08:45,2026-08-02T09:25,DELIVERED
ORD-252,L015,L009,Crispy Chicken Box,4,2026-08-02T08:48,2026-08-02T09:23,ASSIGNED
ORD-253,L016,L045,Beef Pepper Pizza,3,2026-08-02T08:51,2026-08-02T09:31,NEW
ORD-254,L017,L043,Vegetable Rice Bowl,2,2026-08-02T08:54,2026-08-02T09:24,DELIVERED
ORD-255,L018,L041,Healthy Protein Breakfast,2,2026-08-02T08:57,2026-08-02T09:27,PREPARING
ORD-256,L019,L028,Grilled Chicken Wrap,4,2026-08-02T09:00,2026-08-02T09:35,ASSIGNED
ORD-257,L020,L044,Beef Shawarma Deluxe,5,2026-08-02T09:03,2026-08-02T09:38,PREPARING
ORD-258,L021,L041,Seafood Jollof Rice,3,2026-08-02T09:06,2026-08-02T09:41,PICKED_UP
ORD-259,L022,L010,Hot Chocolate & Muffin,2,2026-08-02T09:09,2026-08-02T09:39,DELIVERED
ORD-260,L023,L037,Grilled Tilapia Supreme,5,2026-08-02T09:12,2026-08-02T09:52,IN_TRANSIT
ORD-261,L024,L030,Beans & Fried Plantain,2,2026-08-02T09:15,2026-08-02T09:45,NEW
ORD-262,L025,L040,Waakye Party Pack,4,2026-08-02T09:18,2026-08-02T09:53,ASSIGNED
ORD-263,L026,L039,Banku & Pepper Sauce,3,2026-08-02T09:21,2026-08-02T09:56,DELIVERED
ORD-264,L013,L032,Chicken Fillet Burger,4,2026-08-02T09:24,2026-08-02T09:59,PREPARING
ORD-265,L014,L035,Four Cheese Pizza,5,2026-08-02T09:27,2026-08-02T10:07,PICKED_UP
ORD-266,L015,L009,Chicken Family Bucket,4,2026-08-02T09:30,2026-08-02T10:05,DELIVERED
ORD-267,L016,L045,BBQ Beef Platter,3,2026-08-02T09:33,2026-08-02T10:13,IN_TRANSIT
ORD-268,L017,L043,Chicken Stir Fry,2,2026-08-02T09:36,2026-08-02T10:06,NEW
ORD-269,L018,L042,Fruit Salad Bowl,1,2026-08-02T09:39,2026-08-02T10:09,DELIVERED
ORD-270,L001,L009,Jollof Rice Family Feast,5,2026-08-02T09:42,2026-08-02T10:17,ASSIGNED
ORD-271,L002,L027,Gobɛ Mega Special,5,2026-08-02T09:45,2026-08-02T10:20,PREPARING
ORD-272,L003,L010,Fufu & Goat Soup,5,2026-08-02T09:48,2026-08-02T10:28,IN_TRANSIT
ORD-273,L004,L036,Beef Burger Family Meal,4,2026-08-02T09:51,2026-08-02T10:26,PICKED_UP
ORD-274,L005,L029,Waakye Express Combo,3,2026-08-02T09:54,2026-08-02T10:29,DELIVERED
ORD-275,L006,L033,Gobɛ Supreme Feast,5,2026-08-02T09:57,2026-08-02T10:32,NEW
ORD-276,L013,L027,Chicken Wings Family Feast,4,2026-08-02T10:00,2026-08-02T10:35,ASSIGNED
ORD-277,L014,L044,Seafood Lovers Deluxe Pizza,5,2026-08-02T10:03,2026-08-02T10:43,PREPARING
ORD-278,L015,L009,Chicken Nuggets Supreme,3,2026-08-02T10:06,2026-08-02T10:41,DELIVERED
ORD-279,L016,L038,Hawaiian Family Pizza,4,2026-08-02T10:09,2026-08-02T10:49,PICKED_UP
ORD-280,L017,L041,Beef Fried Noodles,3,2026-08-02T10:12,2026-08-02T10:47,IN_TRANSIT
ORD-281,L018,L042,Greek Salad Bowl,1,2026-08-02T10:15,2026-08-02T10:45,DELIVERED
ORD-282,L019,L034,Special Chicken Jollof,5,2026-08-02T10:18,2026-08-02T10:58,NEW
ORD-283,L020,L035,Chicken Drumsticks Feast,4,2026-08-02T10:21,2026-08-02T10:56,ASSIGNED
ORD-284,L021,L043,Special Seafood Fried Rice,3,2026-08-02T10:24,2026-08-02T10:59,PREPARING
ORD-285,L022,L010,Mocha & Cinnamon Roll,2,2026-08-02T10:27,2026-08-02T10:57,CANCELLED
ORD-286,L023,L037,Grilled Goat Supreme,5,2026-08-02T10:30,2026-08-02T11:10,PICKED_UP
ORD-287,L024,L008,Local Breakfast Deluxe,3,2026-08-02T10:33,2026-08-02T11:08,IN_TRANSIT
ORD-288,L025,L040,Fried Yam Family Pack,4,2026-08-02T10:36,2026-08-02T11:11,ASSIGNED
ORD-289,L026,L039,Banku & Tilapia Feast,5,2026-08-02T10:39,2026-08-02T11:19,NEW
ORD-290,L013,L031,Chicken Mega Bucket,5,2026-08-02T10:42,2026-08-02T11:22,PREPARING
ORD-291,L014,L036,Seafood Feast Deluxe,4,2026-08-02T10:45,2026-08-02T11:25,DELIVERED
ORD-292,L015,L009,Crispy Chicken Feast,4,2026-08-02T10:48,2026-08-02T11:23,PICKED_UP
ORD-293,L016,L045,Beef Pepper Supreme Pizza,3,2026-08-02T10:51,2026-08-02T11:31,IN_TRANSIT
ORD-294,L017,L043,Vegetable Rice Deluxe,2,2026-08-02T10:54,2026-08-02T11:24,DELIVERED
ORD-295,L018,L041,Healthy Breakfast Bowl,2,2026-08-02T10:57,2026-08-02T11:27,NEW
ORD-296,L019,L028,Chicken Caesar Wrap,4,2026-08-02T11:00,2026-08-02T11:35,ASSIGNED
ORD-297,L020,L044,BBQ Chicken Pizza,5,2026-08-02T11:03,2026-08-02T11:43,PREPARING
ORD-298,L021,L041,Special Rice & Chicken,3,2026-08-02T11:06,2026-08-02T11:41,PICKED_UP
ORD-299,L022,L010,Cappuccino & Croissant,2,2026-08-02T11:09,2026-08-02T11:39,DELIVERED
ORD-300,L023,L037,Grilled Tilapia Family Feast,5,2026-08-02T11:12,2026-08-02T11:52,IN_TRANSIT
ORD-301,L024,L030,Plantain & Egg Stew,2,2026-08-02T11:15,2026-08-02T11:45,NEW
ORD-302,L025,L040,Waakye Mega Feast,4,2026-08-02T11:18,2026-08-02T11:53,ASSIGNED
ORD-303,L026,L039,Banku & Groundnut Soup,3,2026-08-02T11:21,2026-08-02T11:56,DELIVERED
ORD-304,L013,L032,Chicken Deluxe Burger,5,2026-08-02T11:24,2026-08-02T11:59,PREPARING
ORD-305,L014,L035,Ultimate Family Pizza,5,2026-08-02T11:27,2026-08-02T12:07,DELIVERED
